iataCode,cityName,airportName,countryCode
MRN,Foothills,Foothills Regional Airport (was Morganton-Lenoir Airport),US
MRO,Hood,Hood Aerodrome,NZ
MRP,Marla,Marla Airport,AU
MRQ,Marinduque,Marinduque Airport,PH
MRR,Jose Maria Velasco Ibarra,Jose Maria Velasco Ibarra Airport,EC
MRS,Marseille Provence,Marseille Provence Airport,FR
MRT,Moroak,Moroak Airport,AU
MRU,Sir Seewoosagur Ramgoolam,Sir Seewoosagur Ramgoolam International Airport,MU
MRV,Mineralnye Vody,Mineralnye Vody Airport,RU
MRW,Lolland Falster,Lolland Falster Airport,DK
MRX,Mahshahr,Mahshahr Airport,IR
MRY,Monterey,Monterey Regional Airport,US
MRZ,Moree,Moree Airport,AU
MSA,Muskrat Dam,Muskrat Dam Airport,CA
MSC,Falcon,Falcon Field Airport,US
MSD,Mount Pleasant,Mount Pleasant Airport,US
MSF,Mount Swan,Mount Swan Airport,AU
MSG,Matsaile,Matsaile Airport,LS
MSH,Masirah,Masirah Air Base,OM
MSI,Masalembo,Masalembo Airport,ID
MSJ,Misawa,Misawa Air Base,JP
MSL,Northwest Alabama,Northwest Alabama Regional Airport,US
MSM,Masi-Manimba,Masi-Manimba Airport,CD
MSN,Dane County,Dane County Regional Airport (Truax Field),US
MSO,Missoula,Missoula International Airport,US
MSP,Minneapolis-Saint Paul,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),US
MSQ,Minsk National,Minsk National Airport,BY
MSR,Mus,Mus Airport,TR
MSS,Massena,Massena International Airport (Richards Field),US
MST,Maastricht Aachen,Maastricht Aachen Airport,NL
MSU,Moshoeshoe I,Moshoeshoe I International Airport,LS
MSV,Sullivan County,Sullivan County International Airport,US
MSW,Massawa,Massawa International Airport,ER
MSX,Mossendjo,Mossendjo Airport,CG
MSY,Louis Armstrong New Orleans,Louis Armstrong New Orleans International Airport,US
MSZ,Namibe,Namibe Airport (Yuri Gagarin Airport),AO
MTA,Matamata,Matamata Airport,NZ
MTB,Montelibano,Montelibano Airport,CO
MTC,Selfridge Air National Guard Base,Selfridge Air National Guard Base,US
MTD,Mount Sandford Station,Mount Sandford Station Airport,AU
MTE,Monte Alegre,Monte Alegre Airport,BR
MTF,Mizan Teferi,Mizan Teferi Airport,ET
MTG,Mato Grosso,Mato Grosso Airport,BR
MTH,Florida Keys Marathon,Florida Keys Marathon Airport,US
MTI,Mosteiros,Mosteiros Airport,CV
MTJ,Montrose,Montrose Regional Airport,US
MTK,Makin,Makin Airport,KI
MTL,Maitland,Maitland Airport,AU
MTM,Metlakatla,Metlakatla Seaplane Base,US
MTN,Martin State,Martin State Airport,US
MTO,Coles County Memorial,Coles County Memorial Airport,US
MTP,Montauk,Montauk Airport,US
MTQ,Mitchell,Mitchell Airport,AU
MTR,Los Garzones,Los Garzones Airport,CO
MTS,Matsapha,Matsapha Airport,SZ
MTT,Minatitlan,Minatitlan/Coatzacoalcos International Airport,MX
MTU,Montepuez,Montepuez Airport,MZ
MTV,Mota Lava,Mota Lava Airport,VU
MTW,Manitowoc,Manitowoc County Airport,US
MTX,Metro,Metro Field,US
MTY,General Mariano Escobedo,General Mariano Escobedo International Airport,MX
MTZ,Bar Yehuda,Bar Yehuda Airfield (Masada Airfield),IL
MUA,Munda,Munda Airport,SB
MUB,Maun,Maun Airport,BW
MUC,Munich,Munich Airport,Germany
MUD,Mueda,Mueda Airport,MZ
MUE,Waimea-Kohala,Waimea-Kohala Airport,US
MUF,Muting,Muting Airport,ID
MUG,Mulege,Mulege Airstrip,MX
MUH,Marsa Matruh,Marsa Matruh International Airport,EG
MUI,Muir Army,Muir Army Airfield,US
MUJ,Mui,Mui Airport,ET
MUK,Mauke,Mauke Airport,CK
MUL,Spence,Spence Airport,US
MUN,Jose Tadeo Monagas,Jose Tadeo Monagas International Airport,VE
MUO,Mountain Home,Mountain Home Air Force Base,US
MUP,Mulga Park,Mulga Park Airport,AU
MUQ,Muccan Station,Muccan Station Airport,AU
MUR,Marudi,Marudi Airport,MY
MUS,Minami Torishima,Minami Torishima Airport,JP
MUT,Muscatine,Muscatine Municipal Airport,US
MUW,Ghriss,Ghriss Airport,DZ
MUX,Multan,Multan International Airport,PK
MUY,Mouyondzi,Mouyondzi Airport,CG
MUZ,Musoma,Musoma Airport,TZ
MVA,Myvatn,Myvatn Airport,IS
MVB,M'Vengue El Hadj Omar Bongo Ondimba,M'Vengue El Hadj Omar Bongo Ondimba International Airport,GA
MVC,Monroe,Monroe County Airport,US
MVD,Carrasco Gral. Cesareo L. Berisso,Carrasco Gral. Cesareo L. Berisso International Airport,UY
MVE,Montevideo-Chippewa,Montevideo-Chippewa County Airport,US
MVF,Gov. Dix-Sept Rosado,Gov. Dix-Sept Rosado Airport,BR
MVG,Mevang,Mevang Airport,GA
MVH,Macksville,Macksville Airport,AU
MVI,Manetai,Manetai Airport,PG
MVK,Mulka,Mulka Airport,AU
MVL,Morrisville-Stowe State,Morrisville-Stowe State Airport,US
MVM,Kayenta,Kayenta Airport,US
MVN,Mount Vernon,Mount Vernon Airport,US
MVO,Mongo,Mongo Airport,TD
MVP,Fabio Alberto Leon Bentley,Fabio Alberto Leon Bentley Airport,CO
MVQ,Mogilev,Mogilev Airport,BY
MVR,Salak,Salak Airport,CM
MVS,Mucuri,Mucuri Airport,BR
MVT,Mataiva,Mataiva Airport,PF
MVU,Musgrave,Musgrave Airport,AU
MVV,Megeve Altiport,Megeve Altiport,FR
MVW,Skagit,Skagit Regional Airport,US
MVX,Minvoul,Minvoul Airport,GA
MVY,Martha's Vineyard,Martha's Vineyard Airport,US
MVZ,Masvingo,Masvingo Airport,ZW
MWA,Williamson County,Williamson County Regional Airport,US
MWB,Morawa,Morawa Airport,AU
MWC,Lawrence J. Timmerman,Lawrence J. Timmerman Airport,US
MWD,Base M.M. Alam,PAF Base M.M. Alam,PK
MWE,Merowe,Merowe Airport,SD
MWF,Maewo-Naone,Maewo-Naone Airport,VU
MWG,Marawaka,Marawaka Airport,PG
MWH,Grant County,Grant County International Airport,US
MWI,Maramuni,Maramuni Airport,PG
MWJ,Matthews Ridge,Matthews Ridge Airport,GY
MWK,Matak,Matak Airport (Tarempa Airport),ID
MWL,Mineral Wells,Mineral Wells Airport,US
MWM,Windom,Windom Municipal Airport,US
MWN,Mwadui,Mwadui Airport,TZ
MWO,Middletown,Middletown Regional Airport (Hook Field),US
MWQ,Magway,Magway Airport,MM
MWR,Motswari,Motswari Airstrip,ZA
MWT,Moolawatana,Moolawatana Airport,AU
MWU,Mussau Island,Mussau Island Airport,PG
MWV,Mondulkiri,Mondulkiri Airport,KH
MWX,Muan,Muan International Airport,KR
MWY,Miranda Downs,Miranda Downs Airport,AU
MWZ,Mwanza,Mwanza Airport,TZ
MXA,Manila,Manila Municipal Airport,US
MXB,Andi Jemma,Andi Jemma Airport,ID
MXC,Monticello,Monticello Airport,US
MXD,Marion Downs,Marion Downs Airport,AU
MXE,Laurinburg-Maxton,Laurinburg-Maxton Airport,US
MXF,Maxwell,Maxwell Air Force Base,US
MXG,Marlboro,Marlboro Airport,US
MXH,Moro,Moro Airport,PG
MXI,Mati,Mati Airport (Imelda R. Marcos Airport),PH
MXJ,Minna,Minna Airport,NG
MXK,Mindik,Mindik Airport,PG
MXL,General Rodolfo Sanchez Taboada,General Rodolfo Sanchez Taboada International Airport,MX
MXM,Morombe,Morombe Airport,MG
MXN,Morlaix,Morlaix - Ploujean A,FR
MXO,Monticello,Monticello Regional Airport,US
MXP,Milan,Malpensa Airport,Italy
MXR,Myrhorod,Myrhorod Air Base,UA
MXS,Maota,Maota Airport,WS
MXT,Maintirano,Maintirano Airport,MG
MXU,Mullewa,Mullewa Airport,AU
MXV,Moron,Moron Airport,MN
MXW,Mandalgovi,Mandalgovi Airport,MN
MXX,Mora-Siljan A,Mora-Siljan A,SE
MXY,McCarthy,McCarthy Airport,US
MXZ,Meixian,Meixian Airport,CN
MYA,Moruya,Moruya Airport,AU
MYB,Mayumba,Mayumba Airport,GA
MYC,Mariscal Sucre,Mariscal Sucre Airport,VE
MYD,Malindi,Malindi Airport,KE
MYE,Miyakejima,Miyakejima Airport,JP
MYF,Montgomery,Montgomery Field Airport,US
MYG,Mayaguana,Mayaguana Airport (Abraham's Bay Airport),BS
MYH,Marble Canyon,Marble Canyon Airport,US
MYI,Murray Island,Murray Island Airport,AU
MYJ,Matsuyama,Matsuyama Airport,JP
MYK,May Creek,May Creek Airport,US
MYL,McCall,McCall Municipal Airport,US
MYM,Monkey Mountain,Monkey Mountain Airport,GY
MYN,Marib,Marib Airport,YE
MYO,Myroodah,Myroodah Airport,AU
MYP,Mary,Mary International Airport,TM
MYQ,Mysore,Mysore Airport (Mandakalli Airport),IN
MYR,Myrtle Beach,Myrtle Beach International Airport,US
MYT,Myitkyina,Myitkyina Airport,MM
MYU,Mekoryuk,Mekoryuk Airport,US
MYV,Yuba,Yuba County Airport,US
MYW,Mtwara,Mtwara Airport,TZ
MYX,Menyamya,Menyamya Airport,PG
MYY,Miri,Miri Airport,MY
MYZ,Monkey Bay,Monkey Bay Airport,MW
MZA,Manuel Prado Ugarteche,Manuel Prado Ugarteche Airport,PE
MZB,Mocimboa da Praia Air,Mocimboa da Praia Air,MZ
MZC,Mitzic,Mitzic Airport,GA
MZD,Mendez,Mendez Airport,EC
MZE,Manatee,Manatee Airport,BZ
MZF,Wild Coast Sun,Wild Coast Sun Airport,ZA
MZG,Magong,Magong Airport,TW
MZH,Amasya Merzifon,Amasya Merzifon Airport,TR
MZI,Mopti,Mopti Airport (Ambodedjo Airport),ML
MZJ,Pinal,Pinal Airpark,US
MZK,Marakei,Marakei Airport,KI
MZL,La Nubia,La Nubia Airport (Santaguida Airport),CO
MZM,Metz-Frescaty,Metz-Frescaty Air Base,FR
MZN,Minj,Minj Airport,PG
MZO,Sierra Maestra,Sierra Maestra Airport,CU
MZP,Motueka,Motueka Aerodrome,NZ
MZQ,Mkuze,Mkuze Airport,ZA
MZR,Mazar-e Sharif,Mazar-e Sharif International Airport,AF
MZT,General Rafael Buelna,General Rafael Buelna International Airport,MX
MZU,Muzaffarpur,Muzaffarpur Airport,IN
MZV,Mulu,Mulu Airport,MY
MZW,Mecheria Air,Mecheria Air,DZ
MZX,Mena,Mena Airport,ET
MZY,Mossel Bay,Mossel Bay Airport,ZA
MZZ,Marion,Marion Municipal Airport,IN
NAA,Narrabri,Narrabri Airport,AU
NAC,Naracoorte,Naracoorte Airport,AU
NAD,Macanal,Macanal Airport,CO
NAE,Boundetingou Air,Boundetingou Air,BJ
NAF,Banaina,Banaina Airport,ID
NAG,Dr. Babasaheb Ambedkar,Dr. Babasaheb Ambedkar International Airport,IN
NAH,Naha,Naha Airport,ID
NAI,Annai,Annai Airport,GY
NAJ,Nakhchivan,Nakhchivan International Airport,AZ
NAK,Nakhon Ratchasima,Nakhon Ratchasima Airport,TH
NAL,Nalchik,Nalchik Airport,RU
NAM,Namlea,Namlea Airport,ID
NAN,Nadi,Nadi International Airport,FJ
NAO,Nanchong Gaoping,Nanchong Gaoping Airport,CN
NAP,Naples,Naples International Airport,IT
NAQ,Qaanaaq,Qaanaaq Airport,GL
NAR,Puerto Nare,Puerto Nare Airport,CO
NAS,Lynden Pindling,Lynden Pindling International Airport,BS
NAT,Sao Goncalo do Amarante-Governador Aluizio Alves Int,Sao Goncalo do Amarante-Governador Aluizio Alves Int,BR
NAU,Napuka,Napuka Airport,PF
NAV,Nevsehir Kapadokya Air,Nevsehir Kapadokya Air,TR
NAW,Narathiwat,Narathiwat Airport,TH
NAY,Beijing Nanyuan,Beijing Nanyuan Airport,CN
NAZ,Nana,Nana Airport,SB
NBA,Nambaiyufa,Nambaiyufa Airport,PG
NBB,Barranco Minas,Barranco Minas Airport,CO
NBC,Begishevo,Begishevo Airport,RU
NBE,Enfidha-Hammamet,Enfidha-Hammamet International Airport,TN
NBG,NAS JRB New Orleans,NAS JRB New Orleans (Alvin Callender Field),US
NBH,Nambucca Heads,Nambucca Heads Airport,AU
NBL,Wannukandi,Wannukandi Airport,PA
NBN,Annobon Air,Annobon Air,GQ
NBO,Nairobi,Jomo Kenyatta International Airport,Kenya
NBS,Changbaishan,Changbaishan Airport,CN
NBW,Guantanamo Bay Naval Base,Guantanamo Bay Naval Base,CU
NBX,Nabire,Nabire Airport,ID
NCA,North Caicos,North Caicos Airport,TC
NCE,Nice Cote d'Azur,Nice Cote d'Azur Airport,FR
NCG,Nuevo Casas Grandes,Nuevo Casas Grandes Municipal Airport,MX
NCH,Nachingwea,Nachingwea Airport,TZ
NCI,Antioquia,Antioquia Airport,CO
NCJ,Sunchales,Sunchales Airport,AR
NCL,Newcastle,Newcastle Airport,GB
NCN,Chenega Bay,Chenega Bay Airport,US
NCO,Quonset State,Quonset State Airport,US
NCR,San Carlos,San Carlos Airport,NI
NCS,Newcastle,Newcastle Airport,ZA
NCT,Nicoya Guanacaste,Nicoya Guanacaste Airport,CR
NCU,Nukus,Nukus Airport,UZ
NCY,Annecy,Annecy - Haute-Savoie - Mont Blanc Airport,FR
NDA,Bandanaira,Bandanaira Airport,ID
NDB,Nouadhibou,Nouadhibou International Airport,MR
NDC,Shri Guru Gobind Singh Ji,Shri Guru Gobind Singh Ji Airport,IN
NDD,Sumbe,Sumbe Airport,AO
NDE,Mandera,Mandera Airport,KE
NDF,N'dalatando,N'dalatando Airport,AO
NDG,Qiqihar Sanjiazi,Qiqihar Sanjiazi Airport,CN
NDI,Namudi,Namudi Airport,PG
NDJ,N'Djamena,N'Djamena International Airport,TD
NDK,Namorik,Namorik Airport (Namdrik Airport),MH
NDL,N'Dele,N'Dele Airport,CF
NDM,Mendi,Mendi Airport,ET
NDN,Nadunumu,Nadunumu Airport,PG
NDR,Nador,Nador International Airport,MA
NDS,Sandstone,Sandstone Airport,AU
NDU,Rundu,Rundu Airport,NA
NDY,Sanday,Sanday Airport,GB
NEC,Necochea,Necochea Airport,AR
NEF,Neftekamsk,Neftekamsk Airport,RU
NEG,Negril,Negril Aerodrome,JM
NEJ,Nejjo,Nejjo Airport,ET
NEK,Nekemte,Nekemte Airport,ET
NEL,NAES Lakehurst,NAES Lakehurst (Maxfield Field),US
NEN,NOLF Whitehouse,NOLF Whitehouse,US
NER,Chulman Neryungri,Chulman Neryungri Airport,RU
NEU,Sam Neua,Sam Neua Airport,LA
NEV,Vance W. Amory,Vance W. Amory International Airport,KN
NEW,Lakefront,Lakefront Airport,US
NFG,Nefteyugansk,Nefteyugansk Airport,RU
NFL,NAS Fallon,NAS Fallon (Van Voorhis Field),US
NFO,Niuafo'ou,Niuafo'ou Airport,TO
NFR,Nafoora,Nafoora Airport,LY
NGA,Young,Young Airport,AU
NGB,Ningbo Lishe,Ningbo Lishe International Airport,CN
NGD,Auguste George,Auguste George Airport,VG
NGE,Ngaoundere,Ngaoundere,CM
NGF,MCAS Kaneohe Bay,MCAS Kaneohe Bay,US
NGI,Gau,Gau Airport,FJ
NGK,Nogliki,Nogliki Airport,RU
NGL,Ngala,Ngala Airfield,ZA
NGN,Nargana Air,Nargana Air,PA
NGO,Chubu Centrair International Air,Chubu Centrair International Air,JP
NGP,NAS Corpus Christi,NAS Corpus Christi (Truax Field),US
NGQ,Ngari Gunsa,Ngari Gunsa Airport,CN
NGR,Ningerum,Ningerum Airport,PG
NGS,Nagasaki,Nagasaki Airport,JP
NGU,NS Norfolk,NS Norfolk (Chambers Field),US
NGW,NOLF Cabaniss,NOLF Cabaniss Field,US
NGX,Manang,Manang Airport,NP
NHA,Nha Trang,Nha Trang Air Base,VN
NHD,Al Minhad,Al Minhad Air Base,AE
NHF,New Halfa,New Halfa Airport,SD
NHK,NAS Patuxent River,NAS Patuxent River (Trapnell Field),US
NHS,Nushki,Nushki Airport,PK
NHT,Northolt,RAF Northolt,GB
NHV,Nuku Hiva,Nuku Hiva Airport,PF
NHX,NOLF Barin,NOLF Barin,US
NHZ,Brunswick Executive,Brunswick Executive Airport,US
NIA,Nimba,Nimba Airport,LR
NIB,Nikolai,Nikolai Airport,US
NIC,Nicosia International Airport1,Nicosia International Airport1,CY
NIF,Nifty,Nifty Airport,AU
NIG,Nikunau,Nikunau Airport,KI
NIK,Niokolo-Koba,Niokolo-Koba Airport,SN
NIM,Diori Hamani,Diori Hamani International Airport,NE
NIN,Ninilchik,Ninilchik Airport,US
NIO,Nioki,Nioki Airport,CD
NIP,NAS Jacksonville,NAS Jacksonville (Towers Field),US
NIR,Chase Field Industrial Complex,Chase Field Industrial Complex,US
NIS,Simberi,Simberi Airport,PG
NIT,Niort,Niort - Souche Airport,FR
NIU,Niau,Niau Airport,PF
NIX,Nioro,Nioro Airport,ML
NJA,Naval Air Facility Atsugi,Naval Air Facility Atsugi,JP
NJC,Nizhnevartovsk,Nizhnevartovsk Airport,RU
NJF,Al Najaf,Al Najaf International Airport,IQ
NJK,NAF El Centro,NAF El Centro,US
NKA,Nkan,Nkan Airport,GA
NKB,Noonkanbah,Noonkanbah Airport,AU
NKC,Nouakchott-Oumtounsy,Nouakchott-Oumtounsy International Airport,MR
NKD,Sinak,Sinak Airport,ID
NKG,Nanjing Lukou,Nanjing Lukou International Airport,CN
NKI,Naukati Bay,Naukati Bay Seaplane Base,US
NKL,Nkolo-Fuma,Nkolo-Fuma Airport,CD
NKM,Nagoya,Nagoya Airfield (Komaki Airport),JP
NKN,Nankina,Nankina Airport,PG
NKP,Nukutepipi,Nukutepipi Airport,PF
NKS,Nkongsamba,Nkongsamba Airport,CM
NKT,Sirnak,Sirnak Airport,TR
NKU,Nkaus,Nkaus Airport,LS
NKX,MCAS Miramar,MCAS Miramar,US
NKY,Yokangassi,Yokangassi Airport,CG
NLA,Simon Mwansa Kapwepwe,Simon Mwansa Kapwepwe International Airport,ZM
NLC,NAS Lemoore,NAS Lemoore (Reeves Field),US
NLD,Quetzalcoatl,Quetzalcoatl International Airport,MX
NLE,Jerry Tyler Memorial,Jerry Tyler Memorial Airport,US
NLF,Darnley Island,Darnley Island Airport,AU
NLG,Nelson Lagoon,Nelson Lagoon Airport,US
NLH,Ninglang Luguhu,Ninglang Luguhu Airport,CN
NLI,Nikolayevsk-on-Amur,Nikolayevsk-on-Amur Airport,RU
NLK,Norfolk Island,Norfolk Island Airport,NF
NLL,Nullagine,Nullagine Airport,AU
NLN,Kneeland,Kneeland Airport,US
NLO,N'Dolo,N'Dolo Airport,CD
NLP,Nelspruit,Nelspruit Airport,ZA
NLS,Nicholson,Nicholson Airport,AU
NLT,Xinyuan Nalati,Xinyuan Nalati Airport,CN
NLU,Mexico City,Felipe Ángeles International Airport,Mexico
NLV,Mykolaiv,Mykolaiv International Airport,UA
NMA,Namangan,Namangan Airport,UZ
NMB,Daman,Daman Airport,IN
NMC,Norman's Cay,Norman's Cay Airport,BS
NME,Nightmute,Nightmute Airport,US
NMF,Maafaru,Maafaru International Airport,MV
NMG,San Miguel,San Miguel Airport,PA
NML,Fort McMurray,Fort McMurray/Mildred Lake Airport,CA
NMN,Nomane,Nomane Airport,OM
NMP,New Moon,New Moon Airport,AU
NMR,Nappa Merrie,Nappa Merrie Airport,AU
NMS,Nansang,Nansang Airport,MM
NMT,Namtu,Namtu Airport,MM
NNA,Kenitra,Kenitra Air Base,MA
NNB,Santa Ana,Santa Ana Airport,SB
NND,Nangade,Nangade Airport,MZ
NNG,Nanning Wuxu,Nanning Wuxu International Airport,CN
NNI,Namutoni,Namutoni Airport,NA
NNK,Naknek,Naknek Airport,US
NNL,Nondalton,Nondalton Airport,US
NNM,Naryan-Mar,Naryan-Mar Airport,RU
NNR,Connemara,Connemara Airport,IE
NNT,Nan Nakhon,Nan Nakhon Airport,TH
NNU,Nanuque,Nanuque Airport,BR
NNX,Nunukan,Nunukan Airport,ID
NNY,Nanyang Jiangying,Nanyang Jiangying Airport,CN
NOA,NAS Nowra,NAS Nowra,AU
NOB,Nosara,Nosara Airport,CR
NOC,Ireland West Airport Knock,Ireland West Airport Knock,IE
NOD,Norddeich,Norddeich Airport,DE
NOG,Nogales,Nogales International Airport,MX
NOI,Novorossiysk,Novorossiysk Airport,RU
NOJ,Noyabrsk,Noyabrsk Airport,RU
NOK,Nova Xavantina,Nova Xavantina Airport,BR
NOM,Nomad River,Nomad River Airport,PG
NON,Nonouti,Nonouti Airport,KI
NOO,Naoro,Naoro Airport,PG
NOP,Sinop,Sinop Airport,TR
NOR,Norofjorour,Norofjorour Airport,IS
NOS,Fascene,Fascene Airport,IR
NOT,Marin,Marin County Airport (Gnoss Field),US
NOU,La Tontouta,La Tontouta International Airport,NC
NOV,Albano Machado,Albano Machado Airport,AO
NOZ,Spichenkovo,Spichenkovo Airport,RU
NPA,NAS Pensacola,NAS Pensacola (Forrest Sherman Field),US
NPE,Hawke's Bay,Hawke's Bay Airport,NZ
NPG,Nipa,Nipa Airport,PG
NPH,Nephi,Nephi Municipal Airport,US
NPL,New Plymouth,New Plymouth Airport,NZ
NPO,Nanga Pinoh,Nanga Pinoh Airport,ID
NPP,Napperby,Napperby Airport,AU
NPR,Novo Progresso,Novo Progresso Airport,BR
NPT,Newport State,Newport State Airport,US
NPU,San Pedro de Uraba,San Pedro de Uraba Airport,CO
NQA,Millington Regional,Millington Regional Jetport,US
NQI,NAS Kingsville,NAS Kingsville,US
NQL,Niquelandia Air,Niquelandia Air,BR
NQN,Presidente Peron International Air,Presidente Peron International Air,AR
NQT,Nottingham,Nottingham Airport,GB
NQU,Reyes Murillo,Reyes Murillo Airport,CO
NQX,NAS Key West,NAS Key West (Boca Chica Field),US
NQY,Cornwall Airport Newquay,Cornwall Airport Newquay,GB
NRA,Narrandera,Narrandera Airport,AU
NRB,NS Mayport,NS Mayport (Admiral David L. McDonald Field),US
NRC,NASA Crows Landing,NASA Crows Landing Airport,US
NRD,Norderney,Norderney Airport,DE
NRE,Namrole,Namrole Airport,ID
NRG,Narrogin,Narrogin Airport,AU
NRI,Grand Lake,Grand Lake Regional Airport,US
NRK,Norrkoping,Norrkoping Airport,SE
NRL,North Ronaldsay,North Ronaldsay Airport,GB
NRM,Keibane,Keibane Airport,ML
NRN,Weeze,Weeze Airport (Niederrhein Airport),DE
NRR,Jose Aponte de la Torre,Jose Aponte de la Torre Airport,US
NRS,NOLF Imperial Beach,NOLF Imperial Beach (Ream Field),US
NRT,Tokyo,Narita International Airport,Japan
NRY,Newry,Newry Airport,AU
NSB,North,North Seaplane Base,BS
NSE,NAS Whiting,NAS Whiting Field - North,US
NSH,Noshahr,Noshahr Airport,IR
NSI,Yaounde Nsimalen,Yaounde Nsimalen International Airport,CM
NSK,Alykel,Alykel Airport,RU
NSL,Slayton,Slayton Municipal Airport,US
NSM,Norseman,Norseman Airport,AU
NSN,Nelson,Nelson Airport,NZ
NSO,Scone,Scone Airport,AU
NST,Nakhon Si Thammarat,Nakhon Si Thammarat Airport,TH
NSV,Noosa,Noosa Airport,AU
NSY,Naval Air Station Sigonella,Naval Air Station Sigonella,IT
NTA,Natadola,Natadola Seaplane Base,FJ
NTB,Notodden,Notodden Airport,NO
NTC,Santa Carolina,Santa Carolina Airport,MZ
NTD,NAS Point Mugu,NAS Point Mugu (Naval Base Ventura County),US
NTE,Nantes Atlantique,Nantes Atlantique Airport,FR
NTG,Nantong Xingdong,Nantong Xingdong Airport,CN
NTI,Stenkol,Stenkol Airport,ID
NTJ,Manti-Ephraim,Manti-Ephraim Airport,US
NTL,Newcastle,Newcastle Airport / RAAF Base Williamtown,AU
NTM,Miracema do Tocantins,Miracema do Tocantins Airport,BR
NTN,Normanton,Normanton Airport,AU
NTO,Agostinho Neto,Agostinho Neto Airport,CV
NTQ,Noto,Noto Airport,JP
NTR,Del Norte,Del Norte International Airport,MX
NTT,Niuatoputapu,Niuatoputapu Airport,TO
NTU,NAS Oceana,NAS Oceana (Apollo Soucek Field),US
NTX,Ranai,Ranai Airport,ID
NTY,Pilanesberg,Pilanesberg International Airport,ZA
NUA,Gregory Lake,Gregory Lake Seaplane Base,LK
NUB,Numbulwar,Numbulwar Airport,AU
NUD,En Nahud,En Nahud Airport,SD
NUE,Nuremberg,Nuremberg Airport,DE
NUF,Castlereigh Reservoir,Castlereigh Reservoir Seaplane Base,LK
NUG,Nuguria,Nuguria Airstrip,PG
NUH,Nunchia,Nunchia Airport,CO
NUI,Nuiqsut,Nuiqsut Airport,US
NUJ,Hamedan,Hamedan Air Base (Nogeh Airport),IR
NUK,Nukutavake,Nukutavake Airport,PF
NUL,Nulato,Nulato Airport,US
NUM,Neom Bay,Neom Bay Airport,SA
NUN,NOLF Saufley,NOLF Saufley Field,US
NUP,Nunapitchuk,Nunapitchuk Airport,US
NUQ,Moffett Federal,Moffett Federal Airfield,US
NUR,Nullabor Motel,Nullabor Motel Airport,AU
NUS,Norsup,Norsup Airport,VU
NUT,Nutuve,Nutuve Airport,PG
NUU,Nakuru,Nakuru Airport,KE
NUW,NAS Whidbey Island,NAS Whidbey Island (Ault Field),US
NUX,Novy Urengoy,Novy Urengoy Airport,RU
NVA,Benito Salas,Benito Salas Airport,CO
NVD,Nevada,Nevada Municipal Airport,US
NVG,Nueva Guinea,Nueva Guinea Airport,NI
NVI,Navoi,Navoi International Airport,UZ
NVK,Narvik,Narvik Airport,NO
NVN,Nervino,Nervino Airport,US
NVP,Novo Aripuana,Novo Aripuana Airport,BR
NVS,Nevers,Nevers - Fourchambault Airport,FR
NVT,Navegantes-Ministro Victor Konder,Navegantes-Ministro Victor Konder International Airport,BR
NVY,Neyveli,Neyveli Airport,IN
NWA,Moheli Bandar Es Eslam,Moheli Bandar Es Eslam Airport,KM
NWH,Parlin,Parlin Field,US
NWI,Norwich,Norwich International Airport,GB
NWT,Nowata,Nowata Airport,PG
NYA,Nyagan,Nyagan Airport,RU
NYE,Nyeri,Nyeri Airport,KE
NYG,MCAF Quantico,MCAF Quantico (Turner Field),US
NYI,Sunyani,Sunyani Airport,GH
NYK,Nanyuki,Nanyuki Airport,KE
NYM,Nadym,Nadym Airport,RU
NYN,Nyngan,Nyngan Airport,AU
NYO,Stockholm,Stockholm Skavsta Airport,Sweden
NYR,Nyurba,Nyurba Airport,RU
NYT,Naypyidaw,Naypyidaw Airport,MM
NYU,Nyaung U,Nyaung U Airport,MM
NYW,Monywa,Monywa Airport,MM
NZA,Nzagi,Nzagi Airport,AO
NZC,Maria Reiche Neuman,Maria Reiche Neuman Airport,PE
NZE,Nzerekore,Nzerekore Airport,GN
NZH,Manzhouli Xijiao,Manzhouli Xijiao Airport,CN
NZL,Zhalantun Chengjisihan,Zhalantun Chengjisihan Airport,CN
NZY,NAS North Island,NAS North Island (Halsey Field),US
OAA,Forward Operating Base Shank,Forward Operating Base Shank,AF
